epocas,batch,optimizador,callbacks,red,mae
50,16,SGD,0,0,1.0844844579696655
50,16,SGD,0,1,1.0943421125411987
50,16,SGD,0,2,1.0879696607589722
50,16,SGD,0,3,1.225402593612671
50,16,SGD,0,4,1.2832329273223877
50,16,SGD,0,5,1.2325876951217651
50,16,SGD,0,6,1.1765918731689453
50,16,SGD,1,0,1.0255069732666016
50,16,SGD,1,1,1.0509562492370605
50,16,SGD,1,2,1.049152135848999
50,16,SGD,1,3,1.0887738466262817
50,16,SGD,1,4,1.0443092584609985
50,16,SGD,1,5,1.0468238592147827
50,16,SGD,1,6,1.0713392496109009
50,16,adam,0,0,1.1500493288040161
50,16,adam,0,1,1.2402565479278564
50,16,adam,0,2,1.1903331279754639
50,16,adam,0,3,1.1171895265579224
50,16,adam,0,4,1.1671252250671387
50,16,adam,0,5,1.2419219017028809
50,16,adam,0,6,1.1985626220703125
50,16,adam,1,0,1.0467917919158936
50,16,adam,1,1,1.0447092056274414
50,16,adam,1,2,1.0429126024246216
50,16,adam,1,3,1.1046326160430908
50,16,adam,1,4,1.0778977870941162
50,16,adam,1,5,1.0288434028625488
50,16,adam,1,6,1.0944770574569702
50,48,SGD,0,0,1.1281017065048218
50,48,SGD,0,1,1.0533770322799683
50,48,SGD,0,2,1.0865185260772705
50,48,SGD,0,3,1.1048805713653564
50,48,SGD,0,4,1.071859359741211
50,48,SGD,0,5,1.096375823020935
50,48,SGD,0,6,1.1009067296981812
50,48,SGD,1,0,1.0184170007705688
50,48,SGD,1,1,1.0465941429138184
50,48,SGD,1,2,1.049986481666565
50,48,SGD,1,3,1.0846251249313354
50,48,SGD,1,4,1.0383654832839966
50,48,SGD,1,5,1.0430573225021362
50,48,SGD,1,6,1.2124693393707275
50,48,adam,0,0,1.0970847606658936
50,48,adam,0,1,1.1847894191741943
50,48,adam,0,2,1.2050039768218994
50,48,adam,0,3,1.0287690162658691
50,48,adam,0,4,1.1936495304107666
50,48,adam,0,5,1.1515835523605347
50,48,adam,0,6,1.0527483224868774
50,48,adam,1,0,1.0743688344955444
50,48,adam,1,1,1.0520460605621338
50,48,adam,1,2,1.0401451587677002
50,48,adam,1,3,1.0588523149490356
50,48,adam,1,4,1.0397499799728394
50,48,adam,1,5,1.069863200187683
50,48,adam,1,6,1.0271174907684326
80,16,SGD,0,0,1.124589204788208
80,16,SGD,0,1,1.139414668083191
80,16,SGD,0,2,1.2087903022766113
80,16,SGD,0,3,1.3386120796203613
80,16,SGD,0,4,1.1757357120513916
80,16,SGD,0,5,1.217864990234375
